Date,G10001,P10100,P10101,P11100,P10200,P10201,P10004,T10000,G10101,G103001,T101100,T10101,T10005,F101000,F102000,G115001,G115011,M12070,M12071,M12072
11/08/16 18:11:58, 1770, 1770, 1770, 1770, 1770, 1770, 1770, 1770, 1770, 1770, 177.00, 177.00, 177.00, 177.00, 177.00, 177.00, 177.00, 177.00, 177.00, 177.00
11/08/16 18:12:00, 1775, 1775, 1775, 1775, 1775, 1775, 1775, 1775, 1775, 1775, 177.50, 177.50, 177.50, 177.50, 177.50, 177.50, 177.50, 177.50, 177.50, 177.50
11/08/16 18:12:02, 1780, 1780, 1780, 1780, 1780, 1780, 1780, 1780, 1780, 1780, 178.00, 178.00, 178.00, 178.00, 178.00, 178.00, 178.00, 178.00, 178.00, 178.00
11/08/16 18:12:04, 1785, 1785, 1785, 1785, 1785, 1785, 1785, 1785, 1785, 1785, 178.50, 178.50, 178.50, 178.50, 178.50, 178.50, 178.50, 178.50, 178.50, 178.50
11/08/16 18:12:06, 1790, 1790, 1790, 1790, 1790, 1790, 1790, 1790, 1790, 1790, 179.00, 179.00, 179.00, 179.00, 179.00, 179.00, 179.00, 179.00, 179.00, 179.00
11/08/16 18:12:08, 1795, 1795, 1795, 1795, 1795, 1795, 1795, 1795, 1795, 1795, 179.50, 179.50, 179.50, 179.50, 179.50, 179.50, 179.50, 179.50, 179.50, 179.50
11/08/16 18:12:10, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 180.00, 180.00, 180.00, 180.00, 180.00, 180.00, 180.00, 180.00, 180.00, 180.00
11/08/16 18:12:12, 1805, 1805, 1805, 1805, 1805, 1805, 1805, 1805, 1805, 1805, 180.50, 180.50, 180.50, 180.50, 180.50, 180.50, 180.50, 180.50, 180.50, 180.50
11/08/16 18:12:14, 1810, 1810, 1810, 1810, 1810, 1810, 1810, 1810, 1810, 1810, 181.00, 181.00, 181.00, 181.00, 181.00, 181.00, 181.00, 181.00, 181.00, 181.00
11/08/16 18:12:16, 1815, 1815, 1815, 1815, 1815, 1815, 1815, 1815, 1815, 1815, 181.50, 181.50, 181.50, 181.50, 181.50, 181.50, 181.50, 181.50, 181.50, 181.50
11/08/16 18:12:18, 1820, 1820, 1820, 1820, 1820, 1820, 1820, 1820, 1820, 1820, 182.00, 182.00, 182.00, 182.00, 182.00, 182.00, 182.00, 182.00, 182.00, 182.00
11/08/16 18:12:20, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 182.50, 182.50, 182.50, 182.50, 182.50, 182.50, 182.50, 182.50, 182.50, 182.50
11/08/16 18:12:22, 1830, 1830, 1830, 1830, 1830, 1830, 1830, 1830, 1830, 1830, 183.00, 183.00, 183.00, 183.00, 183.00, 183.00, 183.00, 183.00, 183.00, 183.00
11/08/16 18:12:24, 1835, 1835, 1835, 1835, 1835, 1835, 1835, 1835, 1835, 1835, 183.50, 183.50, 183.50, 183.50, 183.50, 183.50, 183.50, 183.50, 183.50, 183.50
11/08/16 18:12:26, 1840, 1840, 1840, 1840, 1840, 1840, 1840, 1840, 1840, 1840, 184.00, 184.00, 184.00, 184.00, 184.00, 184.00, 184.00, 184.00, 184.00, 184.00
11/08/16 18:12:29, 1845, 1845, 1845, 1845, 1845, 1845, 1845, 1845, 1845, 1845, 184.50, 184.50, 184.50, 184.50, 184.50, 184.50, 184.50, 184.50, 184.50, 184.50
11/08/16 18:12:30, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 185.00, 185.00, 185.00, 185.00, 185.00, 185.00, 185.00, 185.00, 185.00, 185.00
11/08/16 18:12:33, 1855, 1855, 1855, 1855, 1855, 1855, 1855, 1855, 1855, 1855, 185.50, 185.50, 185.50, 185.50, 185.50, 185.50, 185.50, 185.50, 185.50, 185.50
11/08/16 18:12:35, 1860, 1860, 1860, 1860, 1860, 1860, 1860, 1860, 1860, 1860, 186.00, 186.00, 186.00, 186.00, 186.00, 186.00, 186.00, 186.00, 186.00, 186.00
11/08/16 18:12:37, 1870, 1870, 1870, 1870, 1870, 1870, 1870, 1870, 1870, 1870, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00
11/08/16 18:12:39, 1870, 1870, 1870, 1870, 1870, 1870, 1870, 1870, 1870, 1870, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00, 187.00
11/08/16 18:12:41, 1875, 1875, 1875, 1875, 1875, 1875, 1875, 1875, 1875, 1875, 187.50, 187.50, 187.50, 187.50, 187.50, 187.50, 187.50, 187.50, 187.50, 187.50
11/08/16 18:12:43, 1885, 1885, 1885, 1885, 1885, 1885, 1885, 1885, 1885, 1885, 188.50, 188.50, 188.50, 188.50, 188.50, 188.50, 188.50, 188.50, 188.50, 188.50
11/08/16 18:12:45, 1890, 1890, 1890, 1890, 1890, 1890, 1890, 1890, 1890, 1890, 189.00, 189.00, 189.00, 189.00, 189.00, 189.00, 189.00, 189.00, 189.00, 189.00
11/08/16 18:12:47, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 189.50, 189.50, 189.50, 189.50, 189.50, 189.50, 189.50, 189.50, 189.50, 189.50
11/08/16 18:12:49, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 190.00, 190.00, 190.00, 190.00, 190.00, 190.00, 190.00, 190.00, 190.00, 190.00
11/08/16 18:12:51, 1905, 1905, 1905, 1905, 1905, 1905, 1905, 1905, 1905, 1905, 190.50, 190.50, 190.50, 190.50, 190.50, 190.50, 190.50, 190.50, 190.50, 190.50
11/08/16 18:12:53, 1910, 1910, 1910, 1910, 1910, 1910, 1910, 1910, 1910, 1910, 191.00, 191.00, 191.00, 191.00, 191.00, 191.00, 191.00, 191.00, 191.00, 191.00
11/08/16 18:12:55, 1915, 1915, 1915, 1915, 1915, 1915, 1915, 1915, 1915, 1915, 191.50, 191.50, 191.50, 191.50, 191.50, 191.50, 191.50, 191.50, 191.50, 191.50
11/08/16 18:12:57, 1920, 1920, 1920, 1920, 1920, 1920, 1920, 1920, 1920, 1920, 192.00, 192.00, 192.00, 192.00, 192.00, 192.00, 192.00, 192.00, 192.00, 192.00
11/08/16 18:12:59, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 192.50, 192.50, 192.50, 192.50, 192.50, 192.50, 192.50, 192.50, 192.50, 192.50
11/08/16 18:13:01, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 1930, 193.00, 193.00, 193.00, 193.00, 193.00, 193.00, 193.00, 193.00, 193.00, 193.00
11/08/16 18:13:03, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 1935, 193.50, 193.50, 193.50, 193.50, 193.50, 193.50, 193.50, 193.50, 193.50, 193.50
11/08/16 18:13:05, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 1940, 194.00, 194.00, 194.00, 194.00, 194.00, 194.00, 194.00, 194.00, 194.00, 194.00
11/08/16 18:13:07, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 194.50, 194.50, 194.50, 194.50, 194.50, 194.50, 194.50, 194.50, 194.50, 194.50
11/08/16 18:13:09, 1950, 1950, 1950, 1950, 1950, 1950, 1950, 1950, 1950, 1950, 195.00, 195.00, 195.00, 195.00, 195.00, 195.00, 195.00, 195.00, 195.00, 195.00
11/08/16 18:13:11, 1955, 1955, 1955, 1955, 1955, 1955, 1955, 1955, 1955, 1955, 195.50, 195.50, 195.50, 195.50, 195.50, 195.50, 195.50, 195.50, 195.50, 195.50
11/08/16 18:13:13, 1960, 1960, 1960, 1960, 1960, 1960, 1960, 1960, 1960, 1960, 196.00, 196.00, 196.00, 196.00, 196.00, 196.00, 196.00, 196.00, 196.00, 196.00
11/08/16 18:13:15, 1965, 1965, 1965, 1965, 1965, 1965, 1965, 1965, 1965, 1965, 196.50, 196.50, 196.50, 196.50, 196.50, 196.50, 196.50, 196.50, 196.50, 196.50
11/08/16 18:13:17, 1970, 1970, 1970, 1970, 1970, 1970, 1970, 1970, 1970, 1970, 197.00, 197.00, 197.00, 197.00, 197.00, 197.00, 197.00, 197.00, 197.00, 197.00
11/08/16 18:13:19, 1975, 1975, 1975, 1975, 1975, 1975, 1975, 1975, 1975, 1975, 197.50, 197.50, 197.50, 197.50, 197.50, 197.50, 197.50, 197.50, 197.50, 197.50
11/08/16 18:13:21, 1980, 1980, 1980, 1980, 1980, 1980, 1980, 1980, 1980, 1980, 198.00, 198.00, 198.00, 198.00, 198.00, 198.00, 198.00, 198.00, 198.00, 198.00
11/08/16 18:13:23, 1985, 1985, 1985, 1985, 1985, 1985, 1985, 1985, 1985, 1985, 198.50, 198.50, 198.50, 198.50, 198.50, 198.50, 198.50, 198.50, 198.50, 198.50
11/08/16 18:13:25, 1990, 1990, 1990, 1990, 1990, 1990, 1990, 1990, 1990, 1990, 199.00, 199.00, 199.00, 199.00, 199.00, 199.00, 199.00, 199.00, 199.00, 199.00
11/08/16 18:13:27, 1995, 1995, 1995, 1995, 1995, 1995, 1995, 1995, 1995, 1995, 199.50, 199.50, 199.50, 199.50, 199.50, 199.50, 199.50, 199.50, 199.50, 199.50
11/08/16 18:13:29, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 200.00, 200.00, 200.00, 200.00, 200.00, 200.00, 200.00, 200.00, 200.00, 200.00
11/08/16 18:13:31, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 200.50, 200.50, 200.50, 200.50, 200.50, 200.50, 200.50, 200.50, 200.50, 200.50
11/08/16 18:13:33, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 201.00, 201.00, 201.00, 201.00, 201.00, 201.00, 201.00, 201.00, 201.00, 201.00
11/08/16 18:13:35, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 201.50, 201.50, 201.50, 201.50, 201.50, 201.50, 201.50, 201.50, 201.50, 201.50
11/08/16 18:13:37, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 202.00, 202.00, 202.00, 202.00, 202.00, 202.00, 202.00, 202.00, 202.00, 202.00
11/08/16 18:13:39, 2025, 2025, 2025, 2025, 2025, 2025, 2025, 2025, 2025, 2025, 202.50, 202.50, 202.50, 202.50, 202.50, 202.50, 202.50, 202.50, 202.50, 202.50
11/08/16 18:13:41, 2030, 2030, 2030, 2030, 2030, 2030, 2030, 2030, 2030, 2030, 203.00, 203.00, 203.00, 203.00, 203.00, 203.00, 203.00, 203.00, 203.00, 203.00
11/08/16 18:13:43, 2035, 2035, 2035, 2035, 2035, 2035, 2035, 2035, 2035, 2035, 203.50, 203.50, 203.50, 203.50, 203.50, 203.50, 203.50, 203.50, 203.50, 203.50
11/08/16 18:13:45, 2040, 2040, 2040, 2040, 2040, 2040, 2040, 2040, 2040, 2040, 204.00, 204.00, 204.00, 204.00, 204.00, 204.00, 204.00, 204.00, 204.00, 204.00
11/08/16 18:13:47, 2045, 2045, 2045, 2045, 2045, 2045, 2045, 2045, 2045, 2045, 204.50, 204.50, 204.50, 204.50, 204.50, 204.50, 204.50, 204.50, 204.50, 204.50
11/08/16 18:13:49, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 205.00, 205.00, 205.00, 205.00, 205.00, 205.00, 205.00, 205.00, 205.00, 205.00
11/08/16 18:13:51, 2055, 2055, 2055, 2055, 2055, 2055, 2055, 2055, 2055, 2055, 205.50, 205.50, 205.50, 205.50, 205.50, 205.50, 205.50, 205.50, 205.50, 205.50
11/08/16 18:13:53, 2060, 2060, 2060, 2060, 2060, 2060, 2060, 2060, 2060, 2060, 206.00, 206.00, 206.00, 206.00, 206.00, 206.00, 206.00, 206.00, 206.00, 206.00
11/08/16 18:13:55, 2065, 2065, 2065, 2065, 2065, 2065, 2065, 2065, 2065, 2065, 206.50, 206.50, 206.50, 206.50, 206.50, 206.50, 206.50, 206.50, 206.50, 206.50
11/08/16 18:13:57, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 207.00, 207.00, 207.00, 207.00, 207.00, 207.00, 207.00, 207.00, 207.00, 207.00
11/08/16 18:13:59, 2075, 2075, 2075, 2075, 2075, 2075, 2075, 2075, 2075, 2075, 207.50, 207.50, 207.50, 207.50, 207.50, 207.50, 207.50, 207.50, 207.50, 207.50
11/08/16 18:14:01, 2080, 2080, 2080, 2080, 2080, 2080, 2080, 2080, 2080, 2080, 208.00, 208.00, 208.00, 208.00, 208.00, 208.00, 208.00, 208.00, 208.00, 208.00
11/08/16 18:14:03, 2085, 2085, 2085, 2085, 2085, 2085, 2085, 2085, 2085, 2085, 208.50, 208.50, 208.50, 208.50, 208.50, 208.50, 208.50, 208.50, 208.50, 208.50
11/08/16 18:14:05, 2090, 2090, 2090, 2090, 2090, 2090, 2090, 2090, 2090, 2090, 209.00, 209.00, 209.00, 209.00, 209.00, 209.00, 209.00, 209.00, 209.00, 209.00
11/08/16 18:14:07, 2095, 2095, 2095, 2095, 2095, 2095, 2095, 2095, 2095, 2095, 209.50, 209.50, 209.50, 209.50, 209.50, 209.50, 209.50, 209.50, 209.50, 209.50
11/08/16 18:14:09, 2100, 2100, 2100, 2100, 2100, 2100, 2100, 2100, 2100, 2100, 210.00, 210.00, 210.00, 210.00, 210.00, 210.00, 210.00, 210.00, 210.00, 210.00
11/08/16 18:14:11, 2105, 2105, 2105, 2105, 2105, 2105, 2105, 2105, 2105, 2105, 210.50, 210.50, 210.50, 210.50, 210.50, 210.50, 210.50, 210.50, 210.50, 210.50
11/08/16 18:14:13, 2110, 2110, 2110, 2110, 2110, 2110, 2110, 2110, 2110, 2110, 211.00, 211.00, 211.00, 211.00, 211.00, 211.00, 211.00, 211.00, 211.00, 211.00
11/08/16 18:14:15, 2115, 2115, 2115, 2115, 2115, 2115, 2115, 2115, 2115, 2115, 211.50, 211.50, 211.50, 211.50, 211.50, 211.50, 211.50, 211.50, 211.50, 211.50
11/08/16 18:14:17, 2120, 2120, 2120, 2120, 2120, 2120, 2120, 2120, 2120, 2120, 212.00, 212.00, 212.00, 212.00, 212.00, 212.00, 212.00, 212.00, 212.00, 212.00
11/08/16 18:14:19, 2125, 2125, 2125, 2125, 2125, 2125, 2125, 2125, 2125, 2125, 212.50, 212.50, 212.50, 212.50, 212.50, 212.50, 212.50, 212.50, 212.50, 212.50
11/08/16 18:14:21, 2130, 2130, 2130, 2130, 2130, 2130, 2130, 2130, 2130, 2130, 213.00, 213.00, 213.00, 213.00, 213.00, 213.00, 213.00, 213.00, 213.00, 213.00
11/08/16 18:14:23, 2135, 2135, 2135, 2135, 2135, 2135, 2135, 2135, 2135, 2135, 213.50, 213.50, 213.50, 213.50, 213.50, 213.50, 213.50, 213.50, 213.50, 213.50
11/08/16 18:14:25, 2140, 2140, 2140, 2140, 2140, 2140, 2140, 2140, 2140, 2140, 214.00, 214.00, 214.00, 214.00, 214.00, 214.00, 214.00, 214.00, 214.00, 214.00
11/08/16 18:14:27, 2145, 2145, 2145, 2145, 2145, 2145, 2145, 2145, 2145, 2145, 214.50, 214.50, 214.50, 214.50, 214.50, 214.50, 214.50, 214.50, 214.50, 214.50
11/08/16 18:14:29, 2150, 2150, 2150, 2150, 2150, 2150, 2150, 2150, 2150, 2150, 215.00, 215.00, 215.00, 215.00, 215.00, 215.00, 215.00, 215.00, 215.00, 215.00
11/08/16 18:14:31, 2155, 2155, 2155, 2155, 2155, 2155, 2155, 2155, 2155, 2155, 215.50, 215.50, 215.50, 215.50, 215.50, 215.50, 215.50, 215.50, 215.50, 215.50
11/08/16 18:14:33, 2160, 2160, 2160, 2160, 2160, 2160, 2160, 2160, 2160, 2160, 216.00, 216.00, 216.00, 216.00, 216.00, 216.00, 216.00, 216.00, 216.00, 216.00
11/08/16 18:14:35, 2165, 2165, 2165, 2165, 2165, 2165, 2165, 2165, 2165, 2165, 216.50, 216.50, 216.50, 216.50, 216.50, 216.50, 216.50, 216.50, 216.50, 216.50
11/08/16 18:14:37, 2170, 2170, 2170, 2170, 2170, 2170, 2170, 2170, 2170, 2170, 217.00, 217.00, 217.00, 217.00, 217.00, 217.00, 217.00, 217.00, 217.00, 217.00
11/08/16 18:14:39, 2175, 2175, 2175, 2175, 2175, 2175, 2175, 2175, 2175, 2175, 217.50, 217.50, 217.50, 217.50, 217.50, 217.50, 217.50, 217.50, 217.50, 217.50
11/08/16 18:14:41, 2180, 2180, 2180, 2180, 2180, 2180, 2180, 2180, 2180, 2180, 218.00, 218.00, 218.00, 218.00, 218.00, 218.00, 218.00, 218.00, 218.00, 218.00
11/08/16 18:14:43, 2185, 2185, 2185, 2185, 2185, 2185, 2185, 2185, 2185, 2185, 218.50, 218.50, 218.50, 218.50, 218.50, 218.50, 218.50, 218.50, 218.50, 218.50
11/08/16 18:14:45, 2190, 2190, 2190, 2190, 2190, 2190, 2190, 2190, 2190, 2190, 219.00, 219.00, 219.00, 219.00, 219.00, 219.00, 219.00, 219.00, 219.00, 219.00
11/08/16 18:14:48, 2195, 2195, 2195, 2195, 2195, 2195, 2195, 2195, 2195, 2195, 219.50, 219.50, 219.50, 219.50, 219.50, 219.50, 219.50, 219.50, 219.50, 219.50
11/08/16 18:14:49, 2200, 2200, 2200, 2200, 2200, 2200, 2200, 2200, 2200, 2200, 220.00, 220.00, 220.00, 220.00, 220.00, 220.00, 220.00, 220.00, 220.00, 220.00
11/08/16 18:14:51, 2205, 2205, 2205, 2205, 2205, 2205, 2205, 2205, 2205, 2205, 220.50, 220.50, 220.50, 220.50, 220.50, 220.50, 220.50, 220.50, 220.50, 220.50
11/08/16 18:14:54, 2210, 2210, 2210, 2210, 2210, 2210, 2210, 2210, 2210, 2210, 221.00, 221.00, 221.00, 221.00, 221.00, 221.00, 221.00, 221.00, 221.00, 221.00
11/08/16 18:14:55, 2215, 2215, 2215, 2215, 2215, 2215, 2215, 2215, 2215, 2215, 221.50, 221.50, 221.50, 221.50, 221.50, 221.50, 221.50, 221.50, 221.50, 221.50
11/08/16 18:14:57, 2220, 2220, 2220, 2220, 2220, 2220, 2220, 2220, 2220, 2220, 222.00, 222.00, 222.00, 222.00, 222.00, 222.00, 222.00, 222.00, 222.00, 222.00
11/08/16 18:14:59, 2225, 2225, 2225, 2225, 2225, 2225, 2225, 2225, 2225, 2225, 222.50, 222.50, 222.50, 222.50, 222.50, 222.50, 222.50, 222.50, 222.50, 222.50
11/08/16 18:15:01, 2230, 2230, 2230, 2230, 2230, 2230, 2230, 2230, 2230, 2230, 223.00, 223.00, 223.00, 223.00, 223.00, 223.00, 223.00, 223.00, 223.00, 223.00
11/08/16 18:15:03, 2235, 2235, 2235, 2235, 2235, 2235, 2235, 2235, 2235, 2235, 223.50, 223.50, 223.50, 223.50, 223.50, 223.50, 223.50, 223.50, 223.50, 223.50
11/08/16 18:15:05, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 224.00, 224.00, 224.00, 224.00, 224.00, 224.00, 224.00, 224.00, 224.00, 224.00
11/08/16 18:15:07, 2245, 2245, 2245, 2245, 2245, 2245, 2245, 2245, 2245, 2245, 224.50, 224.50, 224.50, 224.50, 224.50, 224.50, 224.50, 224.50, 224.50, 224.50
11/08/16 18:15:09, 2250, 2250, 2250, 2250, 2250, 2250, 2250, 2250, 2250, 2250, 225.00, 225.00, 225.00, 225.00, 225.00, 225.00, 225.00, 225.00, 225.00, 225.00
11/08/16 18:15:11, 2255, 2255, 2255, 2255, 2255, 2255, 2255, 2255, 2255, 2255, 225.50, 225.50, 225.50, 225.50, 225.50, 225.50, 225.50, 225.50, 225.50, 225.50
11/08/16 18:15:13, 2260, 2260, 2260, 2260, 2260, 2260, 2260, 2260, 2260, 2260, 226.00, 226.00, 226.00, 226.00, 226.00, 226.00, 226.00, 226.00, 226.00, 226.00
11/08/16 18:15:15, 2265, 2265, 2265, 2265, 2265, 2265, 2265, 2265, 2265, 2265, 226.50, 226.50, 226.50, 226.50, 226.50, 226.50, 226.50, 226.50, 226.50, 226.50
11/08/16 18:15:17, 2270, 2270, 2270, 2270, 2270, 2270, 2270, 2270, 2270, 2270, 227.00, 227.00, 227.00, 227.00, 227.00, 227.00, 227.00, 227.00, 227.00, 227.00
11/08/16 18:15:19, 2275, 2275, 2275, 2275, 2275, 2275, 2275, 2275, 2275, 2275, 227.50, 227.50, 227.50, 227.50, 227.50, 227.50, 227.50, 227.50, 227.50, 227.50
11/08/16 18:15:21, 2280, 2280, 2280, 2280, 2280, 2280, 2280, 2280, 2280, 2280, 228.00, 228.00, 228.00, 228.00, 228.00, 228.00, 228.00, 228.00, 228.00, 228.00
11/08/16 18:15:23, 2285, 2285, 2285, 2285, 2285, 2285, 2285, 2285, 2285, 2285, 228.50, 228.50, 228.50, 228.50, 228.50, 228.50, 228.50, 228.50, 228.50, 228.50
11/08/16 18:15:25, 2290, 2290, 2290, 2290, 2290, 2290, 2290, 2290, 2290, 2290, 229.00, 229.00, 229.00, 229.00, 229.00, 229.00, 229.00, 229.00, 229.00, 229.00
11/08/16 18:15:27, 2295, 2295, 2295, 2295, 2295, 2295, 2295, 2295, 2295, 2295, 229.50, 229.50, 229.50, 229.50, 229.50, 229.50, 229.50, 229.50, 229.50, 229.50
11/08/16 18:15:29, 2300, 2300, 2300, 2300, 2300, 2300, 2300, 2300, 2300, 2300, 230.00, 230.00, 230.00, 230.00, 230.00, 230.00, 230.00, 230.00, 230.00, 230.00
11/08/16 18:15:31, 2305, 2305, 2305, 2305, 2305, 2305, 2305, 2305, 2305, 2305, 230.50, 230.50, 230.50, 230.50, 230.50, 230.50, 230.50, 230.50, 230.50, 230.50
11/08/16 18:15:33, 2310, 2310, 2310, 2310, 2310, 2310, 2310, 2310, 2310, 2310, 231.00, 231.00, 231.00, 231.00, 231.00, 231.00, 231.00, 231.00, 231.00, 231.00
11/08/16 18:15:35, 2315, 2315, 2315, 2315, 2315, 2315, 2315, 2315, 2315, 2315, 231.50, 231.50, 231.50, 231.50, 231.50, 231.50, 231.50, 231.50, 231.50, 231.50
11/08/16 18:15:37, 2320, 2320, 2320, 2320, 2320, 2320, 2320, 2320, 2320, 2320, 232.00, 232.00, 232.00, 232.00, 232.00, 232.00, 232.00, 232.00, 232.00, 232.00
11/08/16 18:15:39, 2325, 2325, 2325, 2325, 2325, 2325, 2325, 2325, 2325, 2325, 232.50, 232.50, 232.50, 232.50, 232.50, 232.50, 232.50, 232.50, 232.50, 232.50
11/08/16 18:15:41, 2330, 2330, 2330, 2330, 2330, 2330, 2330, 2330, 2330, 2330, 233.00, 233.00, 233.00, 233.00, 233.00, 233.00, 233.00, 233.00, 233.00, 233.00
11/08/16 18:15:44, 2335, 2335, 2335, 2335, 2335, 2335, 2335, 2335, 2335, 2335, 233.50, 233.50, 233.50, 233.50, 233.50, 233.50, 233.50, 233.50, 233.50, 233.50
11/08/16 18:15:46, 2340, 2340, 2340, 2340, 2340, 2340, 2340, 2340, 2340, 2340, 234.00, 234.00, 234.00, 234.00, 234.00, 234.00, 234.00, 234.00, 234.00, 234.00
11/08/16 18:15:47, 2345, 2345, 2345, 2345, 2345, 2345, 2345, 2345, 2345, 2345, 234.50, 234.50, 234.50, 234.50, 234.50, 234.50, 234.50, 234.50, 234.50, 234.50
11/08/16 18:15:49, 2350, 2350, 2350, 2350, 2350, 2350, 2350, 2350, 2350, 2350, 235.00, 235.00, 235.00, 235.00, 235.00, 235.00, 235.00, 235.00, 235.00, 235.00
11/08/16 18:15:51, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 235.50, 235.50, 235.50, 235.50, 235.50, 235.50, 235.50, 235.50, 235.50, 235.50
11/08/16 18:15:53, 2360, 2360, 2360, 2360, 2360, 2360, 2360, 2360, 2360, 2360, 236.00, 236.00, 236.00, 236.00, 236.00, 236.00, 236.00, 236.00, 236.00, 236.00
11/08/16 18:15:56, 2365, 2365, 2365, 2365, 2365, 2365, 2365, 2365, 2365, 2365, 236.50, 236.50, 236.50, 236.50, 236.50, 236.50, 236.50, 236.50, 236.50, 236.50
11/08/16 18:15:58, 2370, 2370, 2370, 2370, 2370, 2370, 2370, 2370, 2370, 2370, 237.00, 237.00, 237.00, 237.00, 237.00, 237.00, 237.00, 237.00, 237.00, 237.00
11/08/16 18:16:00, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 237.50, 237.50, 237.50, 237.50, 237.50, 237.50, 237.50, 237.50, 237.50, 237.50
11/08/16 18:16:02, 2380, 2380, 2380, 2380, 2380, 2380, 2380, 2380, 2380, 2380, 238.00, 238.00, 238.00, 238.00, 238.00, 238.00, 238.00, 238.00, 238.00, 238.00
11/08/16 18:16:04, 2385, 2385, 2385, 2385, 2385, 2385, 2385, 2385, 2385, 2385, 238.50, 238.50, 238.50, 238.50, 238.50, 238.50, 238.50, 238.50, 238.50, 238.50
11/08/16 18:16:06, 2390, 2390, 2390, 2390, 2390, 2390, 2390, 2390, 2390, 2390, 239.00, 239.00, 239.00, 239.00, 239.00, 239.00, 239.00, 239.00, 239.00, 239.00
11/08/16 18:16:08, 2395, 2395, 2395, 2395, 2395, 2395, 2395, 2395, 2395, 2395, 239.50, 239.50, 239.50, 239.50, 239.50, 239.50, 239.50, 239.50, 239.50, 239.50
11/08/16 18:16:10, 2400, 2400, 2400, 2400, 2400, 2400, 2400, 2400, 2400, 2400, 240.00, 240.00, 240.00, 240.00, 240.00, 240.00, 240.00, 240.00, 240.00, 240.00
11/08/16 18:16:12, 2405, 2405, 2405, 2405, 2405, 2405, 2405, 2405, 2405, 2405, 240.50, 240.50, 240.50, 240.50, 240.50, 240.50, 240.50, 240.50, 240.50, 240.50
11/08/16 18:16:13, 2410, 2410, 2410, 2410, 2410, 2410, 2410, 2410, 2410, 2410, 241.00, 241.00, 241.00, 241.00, 241.00, 241.00, 241.00, 241.00, 241.00, 241.00
11/08/16 18:16:16, 2415, 2415, 2415, 2415, 2415, 2415, 2415, 2415, 2415, 2415, 241.50, 241.50, 241.50, 241.50, 241.50, 241.50, 241.50, 241.50, 241.50, 241.50
11/08/16 18:16:18, 2420, 2420, 2420, 2420, 2420, 2420, 2420, 2420, 2420, 2420, 242.00, 242.00, 242.00, 242.00, 242.00, 242.00, 242.00, 242.00, 242.00, 242.00
11/08/16 18:16:19, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 242.50, 242.50, 242.50, 242.50, 242.50, 242.50, 242.50, 242.50, 242.50, 242.50
11/08/16 18:16:22, 2430, 2430, 2430, 2430, 2430, 2430, 2430, 2430, 2430, 2430, 243.00, 243.00, 243.00, 243.00, 243.00, 243.00, 243.00, 243.00, 243.00, 243.00
11/08/16 18:16:24, 2435, 2435, 2435, 2435, 2435, 2435, 2435, 2435, 2435, 2435, 243.50, 243.50, 243.50, 243.50, 243.50, 243.50, 243.50, 243.50, 243.50, 243.50
11/08/16 18:16:26, 2440, 2440, 2440, 2440, 2440, 2440, 2440, 2440, 2440, 2440, 244.00, 244.00, 244.00, 244.00, 244.00, 244.00, 244.00, 244.00, 244.00, 244.00
11/08/16 18:16:27, 2445, 2445, 2445, 2445, 2445, 2445, 2445, 2445, 2445, 2445, 244.50, 244.50, 244.50, 244.50, 244.50, 244.50, 244.50, 244.50, 244.50, 244.50
11/08/16 18:16:30, 2450, 2450, 2450, 2450, 2450, 2450, 2450, 2450, 2450, 2450, 245.00, 245.00, 245.00, 245.00, 245.00, 245.00, 245.00, 245.00, 245.00, 245.00
